Name,Review,Rating,Sentiment Score
Toppling Goliath Kentucky Brunch,Bottle at El Catador Whale Killing tasting. Rating 12000 on RB. It pours jet black with a small tan head. Lovely notes of roasted coffee and maple. Roasted malty with notes of chocolate and light vanilla. The bourbon is perfectly integrated. Never had an Impy Stout this balanced. I’m impressed and I do understand the hype.,4.7,0.8126
Toppling Goliath Kentucky Brunch,"Bottle@Whale-kill, Grindsted. Aroma of roasted malt, choco, caramel, mild coffee, maple, vanilla, bourbon. So smooth and balanced. Heavy sweet and bitter with lingering roasted coffee bitterness. Full and creamy. Amazing.",4.8,0.3182
Toppling Goliath Kentucky Brunch,"Bottle, 2018 vintage. Thx a lot for sharing Andre. An oily dark brown one, headless. Alcohol, coffee, roasted malts, some soy and licorice, bourbon, oak, dark chocolate and some coconut. It's full bodied, warming and smooth on the palate. Some bitterness. The flavor has dark chocolate, coffee, roasted malts, oak and coconut, vanilla, booze and alcohol and some raisin. Everlasting finish. Sure delicious, not easy to drink, but very, very, very nice. 230311",4.6,0.8537
Toppling Goliath Kentucky Brunch,"12 oz bottle. Pours nearly pitch black color and capped by a small tan layer of foam that settles in quickly to a thin film and leaves some nice legging on the glass. The aroma shows notes of rich, dark chocolate, maple syrup, and roasted coffee over a dark roasted malt base with further notes of bourbon and oak laden vanilla. The maple syrup is dominant but the underlying chocolate, coffee, and oaky vanilla shines as it warms up. The flavor follows suit with the dark chocolate, roasted coffee, and maple syrup right up front along with the bourbon oak, vanilla, and a moderate bitterness for balance on the back end. The maple syrup is sweet but tastes like quality grade A stuff compared to fake adjuncts found in other similar beers. Full bodied and slick with moderate carbonation that leads to a bitter sweet dark chocolate, roasted coffee, and bourbon oak on the finish with lingering maple syrup sweetness after each sip. This is really tasty and definitely one of the better maple stouts I’ve had for sure, but not sure it quite lives up to the hype or the price to get it. Still a great beer.",4.3,0.974
Toppling Goliath Kentucky Brunch,"Amai, het ganse plaatje klopte, balans, diepgang, power, intens maar niks wat er op een negatieve manier boven uit stak! een kanjer",5.0,0.0
Toppling Goliath Kentucky Brunch,"Flaska från TG, 2020. Svart med bruna/rubinröda toner i kanten, brun liten skumkrona med fina bubblor i kanterna. Doftar av kaffe, lönnsirap, choklad, vanilj, choklad- och vaniljwafers, lätt whiskeyton. Även en angenäm lite bärig ton som drar åt inlagda körsbär som jag helt saknar i MD:n. Mycket samma i smaken som i doften. Snygg och mjuk kaffeton, mocca, lönnsirap, choklad, hasselnöt, nötkräm. Ruskigt fint integrerad fatkaraktär, men egentligen inte jättemycket smak från whiskeyn. Väldigt snäll eldighet på sin höjd. Väl avvägt, elegant trots kraftpaket. Görs helt klart öl som är större och maffigare, men här balanseras det med elegans. Finns oerhört lite att klaga på. Skulle jag få önska något så skulle det vara något mer fatkaraktär, lite mer smak och eldighet från whiskeyn. Oerhörd kul val att bocka av från listan.",4.8,-0.128
Toppling Goliath Kentucky Brunch,"2020 bottle shared by a friend. Darkest brown pour with a medium light brown head. Aroma of malt, maple, chocolate, bourbon, vanilla and some coffee. Malt and vanilla flavor giving way to coconut(!), maple and chocolate before a sweet bourbon and maple finish. Just a tad less sweetness and it would have been perfect, but definitely deserving of the hype.",4.8,0.8897
Toppling Goliath Kentucky Brunch,"( bottle 2018 vinatge)
Aroma: huge dark chocolate, cacao, vanilla, whiskey.
Taste: sweet, flavour of chocolate ice-cream, vanilla, whiskey, cacao, coffee, soy souce and wood, 
Palate: full body,  creamy, low carbonation.

Overall: I remember checking RB couple years ago and reading about top beers in each style. I was sure i wont have a chance to meet and taste the real legend of KBBS. 
I've just done it and tbh even if I'm not ""enlightened"" in any way thanks to that, I truly enjoyed drinking it  !",4.6,0.9067
Toppling Goliath Kentucky Brunch,En fin øl med en god smag af malt og man aner fine humler i eftersmagen. God øl der også kan nydes alene,4.4,0.6124
Toppling Goliath Kentucky Brunch,"Vintage 2019, tasted March 2020.

Appearance: Pours opaque dark brown to black with lasting creamy brown head, no lacing.
外观：深棕黑色，不透明。持久的细腻棕色泡沫，无挂杯。
4/5

Aroma: Heavily toasted malt, coffee grinds, chocolate puddin, hazelnut, peanut, cinnamon, vanilla, cassis and raisin, with hints of charred wood and smoke.
气味：重度烘烤麦芽、研磨咖啡、巧克力布丁、榛子、花生、肉桂、香草、黑醋栗和葡萄干，伴有些许烤木和烟熏香气。
10/10

Taste: Rich coffee chocolate flavors with luscious maple syrup and dried fruits, followed by savory sesame paste and bourbon oaky flavors. Heavy sweetness balanced by bitterness and sourness. Minutes of bourbon oaky finish with hints of coffee and cocoa.
味道：呈现浓郁的咖啡与巧克力和甜蜜的枫糖与果脯，接着又展现出咸鲜的芝麻酱和波本桶味。重甜被苦度和酸度所平衡。尾韵长达数分钟，呈现波本桶味，伴随着咖啡和可可味道。
10/10

Mouthfeel: Full bodied, soft carbonated. Rather thick, oily sticky texture, velvety smooth.
口感：酒体饱满，杀口感柔和。相当厚重，质地油润而粘稠，天鹅绒般顺滑。
5/5

Overall
Utmost richness and complexity among the style, with endless aftertaste and perfect alcohol hiding. A notch above all others!
拥有同类酒中无与伦比的浓郁度和复杂度，伴随着无尽的回味和完美的酒精隐藏。和其他酒根本就不是一个档次的！
19/20",4.8,0.8356
Toppling Goliath Kentucky Brunch,Got this bottle from a great guy and there is no way to be disappointed with this beer. Soon as the bottle is popped the aroma of maple pours out. Pours black with tan head. Taste of maple and coffee with the bourbon seeping through. Absolutely delicious!,5.0,0.623
Toppling Goliath Kentucky Brunch,"2018 bottle into a taster showing pitch black with no head.

The nose shows intense notes of sweet biscuit, chocolate, cacao, and light bourbon.

The palate is full bodied and lightly carbonated with an oily mouthfeel.  Intense dark chocolate forward with a balanced bourbon background. Short finish of maple syrup.",4.2,0.34
Toppling Goliath Kentucky Brunch,"Dark amber color, big brown sugar, cranberries, oak, cherries, burnt raisins and brown sugar. Very sweet mouth, but fairly thin. Ok complexity just not mind blowing",3.6,0.6055
Toppling Goliath Kentucky Brunch,"Many, many thanks to @IPhonePhan for this share.  Not every day you taste a top 50, let alone a #1.  Bottle #866.  12oz bottle is very heavily waxed... but then it pops and wow... the maple nose just plumes out of the bottle.  Nose has coffee, malt, blueberry, milk chocolate.  Oh yeah... looks like syrup, dark chocolate brown with basically no head but tons of thick, syrupy legs.  Flavor has the booze, cognac and dark whiskey, chocolate, coffee and coffee liqueur, the maple is more complimentary than anything.  Finishes a bit hot, but really smooth given everything happening.",4.5,0.9463
Toppling Goliath Kentucky Brunch,"2016 vintage pours thick with a tan head. Aroma of fresh roasted coffee. Viscous mouthfeel with notes of dark chocolate, maple, coffee and light whiskey to finish. Spectacular!",5.0,0.3802
Toppling Goliath Kentucky Brunch,"12oz bottle at the DC Spring RB Tasting. Poured a pitch black, motor oil color with a small, wispy brown head. Lots of nice legs on this one. Aroma was a blast, a huge blast of maple. Roasted malts, roasted coffee, vanilla bean. Flavor was similar, nice maple syrup, vanilla and coffee notes. Very warming. Very smooth, not a whole lot of sweetness in this one, which was very nice. So smooth.",4.5,0.9335
Toppling Goliath Kentucky Brunch,"Amazing catch which all started on a ski hill in Wyoming, thanks to Iphonephan and Clark. Maple and roast. Chocolate and some well integrated oak. Oily pour. Coffee. Bittersweet end. Bottle.",4.3,0.8176
Toppling Goliath Kentucky Brunch,"355ml bottle. Thanks Otso! Silver wax, 2018 vintage, bottle number 509. Pours pitch black with a tiny sticky brown head. Aroma has massive amounts of coffee, espresso, mocha, vanilla, roasty malts, bourbon, wood, some maple syrup, oak and molasses. Taste is dry, smooth and super well balanced with loads of coffee, mocha, cocoa, oak, wood, hints of maple, bourbon and molasses. Finish is smooth, oily and slightly roasty with loads of coffee, oak, molasses, bourbon, wood and mocha. Surprisingly dry and heavy with coffee notes. Super well balanced and awesome barrel aged stout. Complex and tasty. Worth the hype? Maybe, but not quite what I was expecting though.",4.5,0.907
Toppling Goliath Kentucky Brunch,"Bottle from a friend. Black color, beige head. Bitter taste with roasted malts, chocolate, coffee, bourbon, oak, maple syrup, licorice and toffee. Bitter finish with roasted malts, chocolate, bourbon, coffee, maple syrup, oak, toffee and licorice. Exquisite imperial stout.",4.4,-0.1779
Toppling Goliath Kentucky Brunch,"Tried it a few times, blind as well and it's lovely thick with strong notes of coffe, chocolate and dark roasted malts. Complex and balanced with the balanca of being just complex, balanced, easy drinking yet expressive is what makes it stand out among similar beers, that are all fantastic but difficult to separate why one is so much better than the other.",4.3,0.8185
Toppling Goliath Kentucky Brunch,"Colore nero con bella testa marrone. Aroma maltato, arrosto, cioccolato, cacao, caffè forte, caramello, vaniglia, frutta secca scura, legno, alcool.",4.2,0.0
Toppling Goliath Kentucky Brunch,"Versato da una bottiglia. Cioccolato, vaniglia e acero nell'aroma e nel gusto. Il whisky è piuttosto debole. La bocca ricca e l'aspetto sono nero notte. Head è una piccola abbronzatura scura che scompare rapidamente senza stringere. È una buona birra.",3.4,0.0
Toppling Goliath Kentucky Brunch,"‘12 and 16‘ side-by-side.  16 less viscous, expected from the higher alcohol and also more sour.  12 a little sweeter and stronger aroma.  Additional sweetness not a problem.  12 wins it for me.  Both wonderfully delicious though.",4.4,0.9589
Toppling Goliath Kentucky Brunch,Czarne niemal piwo które ma w sobie słodycz bardzo mocno przeplatająca się z goryczą. Piana równie ciemna a aromat kawy zespojony z karmelem,4.1,0.0
Toppling Goliath Kentucky Brunch,Bardzo ciemne piwo z beżową pianą które na początku zaskakuje nas swoją kwasowością które zaraz zmienia się w gorycz kawy łączoną z słodką wanilią.,3.8,0.0
Toppling Goliath Kentucky Brunch,"Out of pure serendipity I was standing next to Clark L., the founder and owner of TG, in the tram line at Jackson Hole Mountain resort.  I invited him over and he brought this amazing beer (among others). Vintage 2018, bottle no. 2011. He opened it and we shared it.  What a treat.  This beer pours black with a tan head.  The aromas of maple, chocolate and coffee are intoxicating.  The flavors are moderately sweet and multilayered.  This is about as perfect as a beer can be.",5.0,0.946
Toppling Goliath Kentucky Brunch,"⭐️⭐️⭐️Whalez Share @ Browariat. 12.01.2019⭐️⭐️⭐️.

💣💣💣Kbbs Batch 3 (2016).💣💣💣
Piwo, które poraża swoim nieprzeciętnym, bogatym,wielowarstwowym aromatem. Butelka otworzona została na kilka minut przed przelaniem do szkła, aby dać jej trochę pooddychać.
Wrażenia smakowo to arcygenialny pełny, wyklejający usta smak. Nieskończone pokłady syropu klonowego, kawy, ciemnych owoców (śliweczki), whiskey, wanilii, kokosu i czekolady. Aftertaste długi, intensywny, niezmiernie gładki.
Piwo ma tyle warstw smakowo-zapachowych, że aż trudno je opisać.",5.0,-0.93
Toppling Goliath Kentucky Brunch,"Beczka level ultimate. Wszystko jest piękne w tym piwie. Cudowny waniliowo-czekoladowy aromat o powalającej mocy. Klonowa słodycz w smaku, nienadmierna, kontrowana kawą. Oleista faktura. To, jak się otwiera w miarę ogrzewania. Ale przede wszystkim idealny, niezrównany balans. Najlepsze.",5.0,0.0
Toppling Goliath Kentucky Brunch,"b3
Absolutely perfect. Black, dark head, very, very dense. Massive aroma; plums, barrel, coffee, vanilla, malt. Full body, high to medium sweetness. Very complex, but also balanced flavour. Quite a lot of plums, red fruits (oxidation it)",4.9,0.5569
Toppling Goliath Kentucky Brunch,"2018 release split with drowland over the holidays. As soon as the cap was cracked you could smell it. Pours jet black with a small dark brown head, as drowland said it was smaller than expected but we also didn't pour it super hard. Aroma has a ton of maple of coffee right away with vanilla and oak as well. The flavor has a strong coffee front end with the maple and sweetness of the vanilla in the finish. Had this side by side with MD and we actually preferred that over KBBS, but this is still stupid good. Honestly, if Bourbon County releases a Maple variant it would be somewhat close to this. Is it worth the $1000 on the secondary market, heck no.",4.3,0.9183
Toppling Goliath Kentucky Brunch,"New Years Share at kermis’ place. Massive thanks to RandomStrangerNL for sharing this long time want. So viscous, thick, intense. Crazy. Big maple on the noise, roasted malts, coffee, dark chocolate, cinnamon, salmiak. Flavorbomb. Wow.",4.8,0.8797
Toppling Goliath Kentucky Brunch,"12/23/18. 12oz bottle - 2018, #463 - from the brewery, split with cbfobes, Mrs. Owl, and Mrs. cbfobes. Using this as my honorary 10,000th rating even though I've since passed 10k with my backlog. Oh well. Yeah, we bought a $100 beer and each of our pours were $25 each, but hey, it's family and the top beer of the moment, so why the hell not? We had side by side with 2018 Mornin' Delight and I think actually liked that a bit more. Jet black pour with a small tan head that fades to a ring. I honestly think there'd be a better head, but I had to carefully split the bottle into four pours. As soon as I cut through the inch of wax and cracked the cap, I was hit with a punch of maple and coffee. After the pour, the aroma shows fudgey bourbon, vanilla, oak, maple, coffee, rich fudge, touches of dark fruits. Rich flavor, on the sweet side, super smooth, bourbon, vanilla, oak, coffee, maple. Delicious! Overall, having split the cost, it was absolutely worth trying!",4.7,0.9922
Toppling Goliath Kentucky Brunch,Piwo bardzo ciemne wręcz bym powiedział że czarne. Smak kawy czekolady które dodatkowo wzbogacają suszone owoce.,4.7,0.0
Toppling Goliath Kentucky Brunch,Extremely thick. Pours super dark. Very strong and bourbon notes. Very smooth and silky. Love it.,4.0,0.9179
Toppling Goliath Kentucky Brunch,"By now have had 2016 and 2018 a number of times. It really is one of the best beers I've ever had, and deserving of the spot it sits at. Some hilariously off reviews here, but there you go.",5.0,0.4118
Toppling Goliath Kentucky Brunch,"Barwa smoliście czarna, piana beżowa, nietrwała. Piwo gęste, na żółto zdobi szkło.
Aromat bardzo intensywny i bardzo złożony. Kawa, czekolada mleczna i gorzka, pumpernikiel. Po ogrzaniu pojawiają się nuty nugatu, wanilii. 
Piwo jest oleiste, gęste, gładkie na języku. Początkowo dominuje zaskakująca kwaśność od kawy i słodów palonych. Po chwili jednak schodzi ona na drugi plan, ukazując czekoladową pełnię, z nutami kawy, orzechów, wanilii, budyń czekoladowy, pralinki. Alkohol ułożony, niemal niewyczuwalny. RIS absolutny.",4.6,-0.802
Toppling Goliath Kentucky Brunch,"Bottle @ return of the an Aaron - an edition. Rating #3000.... Pours pitch oily black with a dark black head. Aroma has huge mounts of maple combined with Roch sweet Brazilian like coffee along with vanilla, chocolate, pancakes and fudge. Also some sweet barrel notes. This just smells insanely good. The coffee and the maple is in such a good synergy. The taste is very sweet with lots of maple along with some more roasted coffee, vanilla, savory soy and chocolate. Also some barrel sweetness which is peaking in the aftertaste. The body is smooth thick and full which is expected for a style like this. Overall this is a very very good beer. Not the best I've had but atleast among the best. Thanks bursprak and Niels for putting in the work to get this :)",4.6,0.9813
Toppling Goliath Kentucky Brunch,Rimelig ordinær øl... forstår ikke hvorfor den har fået så gode anmeldelser,2.2,0.0
Toppling Goliath Kentucky Brunch,Outstanding beer. B3 poured into a TG tulip. Heavy aroma of maple upon opening. Insane aroma. Most maple aroma I've ever experienced from a beer. Taste is very maple prominent with a slight metallic tinge on the coffee. That's the only flaw I could find in this beer. The tinge subdues as it warms but its still somewhat present. Mouthfeel is spot on. This is worth every bit of the hype.,4.8,0.653
Toppling Goliath Kentucky Brunch,"Silver wax with other crew at Pointe reyes coast, lots of other world-class impys & weed@: pours oily black opaque with dissipating foamy brown head. Mellow roasted, chocolate, toasted toffee, vanilla, maple syrup, mellow bourbon-like alcohol warmth. Almost thick body, syrupy smooth texture, moderate carbonation.",4.6,0.4588
Toppling Goliath Kentucky Brunch,"Perfect appearance.  Amazing maple nose, super thick, unbelievable maple 🍁 flavor.",5.0,0.9217
Toppling Goliath Kentucky Brunch,"Bottle busted out by an incredibly generous friend as the highlight of my ""leaving America"" bash back in the summer. It might be impossible to separate this beer from the hype, but I'll try. 

This is really something else. It's got a thick mouthfeel that coats the inside of your mouth but still somehow manages to not be oily, a hint of coffee, a big, bold blast of make syrup that adds a bit of sweetness and a lot of complexity, and a gigantic bourbon flavor that makes you think you've gotten to the stage of alcoholism that you are hiding booze in your coffee at work. It's a wonderful combination of flavors and textures, and I'd happily drink another bottle of this (even though I know I'll never even see another bottle of it).",4.6,0.9686
Toppling Goliath Kentucky Brunch,"Aroma: chocolate, vanilla, bourbone, wood. Very good!
Appearance: absolutely black with a small brown head.
Taste: chocolate, sweet, raosted malts, maple syrup, caramel. Very tasty and balanced!",4.9,0.7768
Toppling Goliath Kentucky Brunch,"[Silver Wax 2016 - bottle no. 533] Cudowny aromat syropu klonowego, kawy, beczki, pralin Lindta, owoców w czekoladzie, bombonierki. Aromat jest tak intensywny, że dzięki niemu smak nabiera dużej intensywności. Beczka w tle nadaje świetny aromat i smak po ogrzaniu. W smaku słodki syropek, umiarkowanie gorzkie, palone nuty oraz delikatnie kwaśna kawa. Po ogrzaniu zanika kwasowość, a na pierwszy plan wychodzi słodycz i cudowna beczka w tle. Smak również jest tak intensywny, że utrzymuje się w ustach na długo. Alkohol jest dobrze ułożony, rozgrzewa lekko w przełyku, aczkolwiek jest bardzo szlachetny. Finisz cudowny, deserowy i bardzo długi. Bardzo dużo ciała, treściwe, oleiste, gęste prawie jak syrop i niewiarygodnie intensywne. Aromat jest wspaniały, a w smaku mało brakuje do ideału. Piwo po prostu genialne.",5.0,-0.8957
Toppling Goliath Kentucky Brunch,"This thing smells is beyond my comprehension. Maple - bourbon aroma so intense that you need to wash entire room after you drink it. Initially it was a bit sour which made me angry, but with some time it disappeared. It is just incredible. (-1 pt for sour coffee start)",4.9,-0.4818
Toppling Goliath Kentucky Brunch,"Rami Rami is drinking a Kentucky Brunch (Silver Wax) (2016) by Toppling Goliath Brewing Co. at Saska Kępa

Zajebisty beczkowo-syropoklonowy aramat z tlem bombonierkowo kawowym. Bardzo gesty. W smaku owce, ciut ostry, ciut kwaskowaty. Aromat > smak

Rami Rami: Na cieplo i po pooddychaniu smak sie poprawia jeszcze. Kwaskowatosc znika


Rami Rami: Tego syropu az za duzo ciut chyba dla mnie ;) zwlaszcza po dluuuuugim pooddychaniu
Jedno z najbardziej intensywnych w aromacie piw jakie pilem w zyciu",4.7,-0.743
Toppling Goliath Kentucky Brunch,"PAKK 2017 - B3 no 332 - KBBS...piwo absolutnie poetyckie i złożone, wspólna ocena 5.0. Cudowna świeżo mielona kawa, brownie, gorzka czekolada, lukrecja, syrop klonowy, wanilia, kokos, alkohol szlachetnie grzeje przełyk, oleisty z nutami gorzkiego kakao. Beczka zaznaczona wyraźnie aczkolwiek nie dominuje, wprowadza subtelną i bajeczną słodycz. W zgodnej opinii 5.0, dla każdego z nas najlepsze piwo w stylu jakie kiedykolwiek piliśmy. Cudo i arcydzieło, warte każdego hajsu.",5.0,-0.296
Toppling Goliath Kentucky Brunch,"July 22, 2017. Bottle shared, batch #3, thanks! 

Black with a minimal brown head. Aroma is rich, sweet and roasted with maple syrup, caramel, hints of vanilla, dark roast coffee, burnt wood, toasted coconut, a slight touch of bourbon.
Taste is intense with sweet malty notes and maple syrup, well balanced roasted bitterness. Full bodied, oily and creamy texture, smooth carbonation. Finish is slightly dry roasted with a woody feature, a touch of ash, roasted coffee coffee, sweet maple, caramel and hints of dried fruits. 

Great one.",4.5,0.9682
Toppling Goliath Kentucky Brunch,"2016. Silver Wax. Bottle 332. So intense! Aroma: Tons of sweet bourbon, maple syrup (more and more after warming up), good choco, molasses, vanilla, a bit walnuts. Perfect. Taste: The same + sour coffee and dark fruits. 4.75/5

// Aromat nieziemski, piorunująco intensywny. Mnóstwo słodkiego bourbonu, syrop klonowy (po czasie coraz bardziej wyczuwalny), melasa, wysokiej jakości czekolada, beczkowa wanilia, z czasem doszły jeszcze włoskie orzechy. Nie wąchałem nic, co by tak doskonale pachniało. Przez pierwsze pół godziny wziąłem tylko jednego łyka, a resztę czasu tylko niuchałem to cudo. Ocena 5/5 to mało.
Pierwszy łyk i wow, gęste w kurwę. W zasadzie powtórka tego, co w zapachu + dochodzi jeszcze kwaskowata kawa i ciemno-czerwone owoce. Alkohol po ogrzaniu się skromnie pojawia, ale jest maksymalnie szlachetny, taki typowo od beczki.
Za smak daję 4.75 i to głównie za kompleksowość. Subiektywnie może nawet ""tylko"" 4.50 (nie przepadam za kwaśną kawą) - dosyć mocno przypominał mi niektóre kawowe RIS-y z Cycle - główna różnica, to lepiej ułożony alkohol.
Ten aromat długo będzie za mną chodził po nocach.",4.8,0.8447
Toppling Goliath Kentucky Brunch,"2016 vintage. Not much to say other than amazing beer. Never smelled anything like it. 

---Rated via Beer Buddy for iPhone",4.9,0.3999
Toppling Goliath Kentucky Brunch,"A: Pitch black with a thin brown lacing N: Maple syrup, vanilla, coconut T: Maple, coconut, vanilla, coffee, molasses, rye bread, O: Oh wow... Super intense! Super well balanced! I’m just blown away...",4.8,0.9281
Närke Kaggen Stormaktsporter,"Borefts 2024. A black beer with a beige lacing. Aroma of raisins, vanilla, bourbon, strong dark malt. Taste of sweet strong dark malt, vanilla, bourbon.  
Earlier Rating: 12/22/2016 Total Score: 4.2
25cl bottle from a trade with omhper, many thanks Per!!! (2008 Version) Pours almost black with a huge most good lasting brownish head. Aroma of intense chocolate, bourbon, vanilla, oak, some alcohol. Taste of strong dark roasted malt, chocolate, coffee, vanilla, wood, liquorice, the alcohol in present, really nice beer, thanks a lot Per!",4.2,0.9818
Närke Kaggen Stormaktsporter,"Keg at borefts. Pours black, nose is chocolate, toffee, meaty, taste is similar, some liquorice. 
Earlier Rating: 9/12/2014 Total Score: 4
Bottle at Craig’s. Pours black, nose is roasted chocolate, little oxidised, taste is quite sweet, soy, dry, chocolate, meaty. A little past its best but thanks Craig!",4.0,0.8297
